,player_id,perf_date,season,latest,player_url,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_id,league_level,club_team_id,club_position,club_jersey_number,club_loaned_from,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,best_position,2nd_position,value_million_eur
158156,257239,2022-09-26 00:00:00,2022.0,True,/player/257239/josh-brooking/230002,"CB, RWB",60,77,600000.0,6000.0,19,185,77,13.0,1.0,5.0,RES,43.0,,Right,3,2,1,Medium/Medium,Lean (185+),1500000.0,,,59.0,32.0,37.0,42.0,62.0,61.0,39,27,62,41,31,39,28,35,33,40,62,57,43,49,60,47,73,58,63,25,57,59,27,34,47,47.0,55,68,70,8,12,8,13,9,,42+2,42+2,42+2,40,39,39,39,40,38+2,38+2,38+2,41+2,41+2,41+2,41+2,41+2,53+2,52+2,52+2,52+2,53+2,56+2,60+2,60+2,60+2,56+2,15+2,https://cdn.sofifa.net/players/257/239/23_120.png,CB, RWB,0.6
158158,257254,2022-09-26 00:00:00,2022.0,True,/player/257254/max-thompson/230002,"ST, RM",60,67,500000.0,2000.0,20,177,75,14.0,2.0,106.0,RES,40.0,,Right,3,2,1,Medium/Medium,Normal (170-185),1000000.0,,Finesse Shot,65.0,61.0,48.0,58.0,26.0,53.0,40,63,63,57,52,55,48,35,38,62,68,62,61,54,69,61,62,50,60,58,39,21,59,52,60,53.0,23,21,19,10,8,13,12,8,,60+2,60+2,60+2,57,59,59,59,57,57+2,57+2,57+2,55+2,50+2,50+2,50+2,55+2,41+2,40+2,40+2,40+2,41+2,40+2,38+2,38+2,38+2,40+2,15+2,https://cdn.sofifa.net/players/257/254/23_120.png,ST, RM,0.5
158170,257790,2022-09-26 00:00:00,2022.0,True,/player/257790/josh-reid/230002,"LWB, LB",60,73,575000.0,2000.0,20,178,71,14.0,2.0,1800.0,SUB,22.0,,Left,2,2,1,Medium/Medium,Normal (170-185),1500000.0,,,72.0,36.0,49.0,57.0,57.0,65.0,53,30,50,53,27,56,46,37,45,55,73,72,68,54,69,44,71,68,62,38,68,56,51,44,39,55.0,57,59,57,8,15,12,13,11,,49+2,49+2,49+2,53,51,51,51,53,51+2,51+2,51+2,55+2,52+2,52+2,52+2,55+2,58+2,56+2,56+2,56+2,58+2,59+2,58+2,58+2,58+2,59+2,16+2,https://cdn.sofifa.net/players/257/790/23_120.png,LWB, LB,0.575
158189,258529,2022-09-26 00:00:00,2022.0,True,/player/258529/vontae-daley-campbell/230002,"RB, RWB",60,72,575000.0,4000.0,21,180,74,14.0,2.0,1961.0,RES,22.0,,Right,3,2,1,Medium/Medium,Stocky (170-185),1200000.0,,,69.0,40.0,50.0,55.0,55.0,69.0,59,36,50,52,36,56,41,41,47,51,69,69,60,54,69,50,58,76,70,36,59,52,51,44,43,49.0,55,59,57,11,11,13,8,13,,51+2,51+2,51+2,53,51,51,51,53,51+2,51+2,51+2,55+2,51+2,51+2,51+2,55+2,59+2,55+2,55+2,55+2,59+2,58+2,57+2,57+2,57+2,58+2,16+2,https://cdn.sofifa.net/players/258/529/23_120.png,RB, RWB,0.575
158200,259324,2022-09-26 00:00:00,2022.0,True,/player/259324/thanawat-suengchitthawon/230002,CAM,60,70,550000.0,9000.0,22,167,62,13.0,1.0,95.0,RES,39.0,,Right,3,2,1,Medium/Medium,Normal (170-),1200000.0,,,66.0,54.0,60.0,66.0,43.0,48.0,60,59,46,61,51,64,59,53,60,66,78,56,75,58,84,58,57,61,39,41,51,27,49,58,54,64.0,51,43,45,13,15,9,11,8,,56+2,56+2,56+2,61,59,59,59,61,60+2,60+2,60+2,61+2,57+2,57+2,57+2,61+2,54+2,51+2,51+2,51+2,54+2,52+2,46+2,46+2,46+2,52+2,17+2,https://cdn.sofifa.net/players/259/324/23_120.png,CAM,,0.55
158235,261224,2022-09-26 00:00:00,2022.0,True,/player/261224/hugo-bueno-lopez/230002,LWB,60,75,550000.0,5000.0,19,180,73,13.0,1.0,110.0,SUB,64.0,,Left,3,3,1,High/Medium,Lean (170-185),1400000.0,,,75.0,43.0,55.0,62.0,51.0,60.0,67,43,47,54,40,65,56,51,53,58,75,75,69,53,68,44,63,54,63,36,60,52,56,46,49,45.0,50,53,52,9,12,13,6,11,,53+2,53+2,53+2,58,55,55,55,58,55+2,55+2,55+2,59+2,53+2,53+2,53+2,59+2,58+2,54+2,54+2,54+2,58+2,57+2,54+2,54+2,54+2,57+2,14+2,https://cdn.sofifa.net/players/261/224/23_120.png,LWB,,0.55
158243,261517,2022-09-26 00:00:00,2022.0,True,/player/261517/matthew-bondswell/230002,LB,60,73,575000.0,7000.0,20,183,77,13.0,1.0,13.0,RES,50.0,,Left,3,2,1,Medium/Medium,Lean (170-185),1500000.0,,,78.0,31.0,51.0,55.0,56.0,60.0,54,30,53,54,35,52,36,33,52,55,76,79,64,53,60,32,57,61,60,28,58,54,52,52,29,54.0,56,57,55,6,12,13,7,11,,48+2,48+2,48+2,53,51,51,51,53,52+2,52+2,52+2,55+2,52+2,52+2,52+2,55+2,57+2,55+2,55+2,55+2,57+2,58+2,56+2,56+2,56+2,58+2,14+2,https://cdn.sofifa.net/players/261/517/23_120.png,LB,,0.575
158265,262848,2022-09-26 00:00:00,2022.0,True,/player/262848/sonny-carey/230002,"CAM, CM",60,70,550000.0,2000.0,21,184,74,14.0,2.0,1926.0,LCM,16.0,,Right,2,2,1,High/Low,Lean (170-185),1100000.0,,Long Shot Taker (AI),63.0,53.0,59.0,59.0,36.0,56.0,46,50,42,65,43,60,52,59,63,58,59,66,59,55,60,52,55,54,64,60,38,26,58,62,52,55.0,31,40,51,9,6,12,12,7,,55+2,55+2,55+2,58,58,58,58,58,60+2,60+2,60+2,58+2,57+2,57+2,57+2,58+2,49+2,49+2,49+2,49+2,49+2,48+2,44+2,44+2,44+2,48+2,14+2,https://cdn.sofifa.net/players/262/848/23_120.png,CAM, CM,0.55
158298,263955,2022-09-26 00:00:00,2022.0,True,/player/263955/ben-knight/230002,RW,60,74,600000.0,12000.0,20,170,59,13.0,1.0,10.0,RES,96.0,,Left,3,3,1,Medium/Medium,Lean (170-),1500000.0,,Technical Dribbler (AI),69.0,57.0,52.0,68.0,28.0,43.0,55,59,41,53,53,68,50,50,41,65,72,66,84,43,89,64,43,41,46,49,37,29,54,58,57,52.0,22,29,30,12,9,6,10,11,,57+2,57+2,57+2,60,59,59,59,60,59+2,59+2,59+2,58+2,51+2,51+2,51+2,58+2,45+2,41+2,41+2,41+2,45+2,42+2,36+2,36+2,36+2,42+2,14+2,https://cdn.sofifa.net/players/263/955/23_120.png,RW,,0.6
158301,264121,2022-09-26 00:00:00,2022.0,True,/player/264121/antef-tsoungui/230002,"CB, CDM",60,77,600000.0,4000.0,19,185,68,13.0,1.0,1808.0,RES,46.0,,Right,2,2,1,Medium/Medium,Normal (185+),1500000.0,,,51.0,34.0,34.0,39.0,62.0,67.0,33,30,58,39,28,37,33,34,28,34,53,50,47,52,51,50,71,54,79,26,54,60,32,33,45,45.0,56,67,69,13,8,12,12,12,,42+2,42+2,42+2,38,38,38,38,38,37+2,37+2,37+2,39+2,39+2,39+2,39+2,39+2,51+2,51+2,51+2,51+2,51+2,54+2,60+2,60+2,60+2,54+2,16+2,https://cdn.sofifa.net/players/264/121/23_120.png,CB, CDM,0.6
158306,264180,2022-09-26 00:00:00,2022.0,True,/player/264180/alfie-devine/230002,"CAM, LW",60,83,775000.0,1000.0,17,180,75,13.0,1.0,18.0,RES,45.0,,Right,3,2,1,High/Medium,Lean (170-185),2200000.0,,,64.0,55.0,58.0,60.0,51.0,55.0,46,56,59,68,46,62,47,41,64,58,63,65,56,58,68,65,60,57,51,42,61,46,65,54,52,56.0,45,54,60,8,7,13,12,13,,60+2,60+2,60+2,59,60,60,60,59,60+2,60+2,60+2,60+2,59+2,59+2,59+2,60+2,56+2,56+2,56+2,56+2,56+2,56+2,54+2,54+2,54+2,56+2,15+2,https://cdn.sofifa.net/players/264/180/23_120.png,CAM, LW,0.775
158312,264505,2022-09-26 00:00:00,2022.0,True,/player/264505/owen-dodgson/230002,"LB, LM",60,71,500000.0,3000.0,19,178,70,14.0,2.0,1796.0,RES,39.0,,Left,2,2,1,Medium/Medium,Normal (170-185),1100000.0,,,66.0,42.0,54.0,58.0,56.0,61.0,62,39,53,55,39,59,55,45,49,58,69,64,59,52,66,48,61,63,62,44,58,56,51,51,31,48.0,54,59,55,6,11,13,9,9,,52+2,52+2,52+2,55,53,53,53,55,54+2,54+2,54+2,57+2,54+2,54+2,54+2,57+2,58+2,56+2,56+2,56+2,58+2,58+2,57+2,57+2,57+2,58+2,14+2,https://cdn.sofifa.net/players/264/505/23_120.png,LB, LM,0.5
158314,264561,2022-09-26 00:00:00,2022.0,True,/player/264561/james-norris/230002,LB,60,77,600000.0,6000.0,19,178,73,13.0,1.0,9.0,RES,77.0,,Left,3,2,1,High/Medium,Normal (170-185),1500000.0,,,68.0,35.0,52.0,50.0,57.0,54.0,60,30,50,55,31,54,46,36,53,42,69,68,56,51,58,36,55,59,52,36,51,53,60,42,43,42.0,49,67,65,10,9,12,7,14,,47+2,47+2,47+2,51,49,49,49,51,49+2,49+2,49+2,53+2,51+2,51+2,51+2,53+2,57+2,54+2,54+2,54+2,57+2,58+2,55+2,55+2,55+2,58+2,15+2,https://cdn.sofifa.net/players/264/561/23_120.png,LB,,0.6
158338,265801,2022-09-26 00:00:00,2022.0,True,/player/265801/kasey-mcateer/230002,RM,60,75,600000.0,8000.0,20,177,67,13.0,1.0,95.0,RES,47.0,,Right,3,2,1,Medium/Medium,Lean (170-185),1500000.0,,,77.0,55.0,57.0,60.0,46.0,53.0,56,54,42,59,57,58,56,54,57,59,78,77,77,54,64,61,58,62,51,50,44,43,49,57,56,60.0,48,48,42,10,5,9,9,5,,56+2,56+2,56+2,59,58,58,58,59,58+2,58+2,58+2,59+2,56+2,56+2,56+2,59+2,55+2,52+2,52+2,52+2,55+2,54+2,48+2,48+2,48+2,54+2,12+2,https://cdn.sofifa.net/players/265/801/23_120.png,RM,,0.6
158343,266127,2022-09-26 00:00:00,2022.0,True,/player/266127/lewis-hall/230002,"CM, LWB, LB",60,80,675000.0,2000.0,17,180,72,13.0,1.0,5.0,RES,67.0,,Left,3,2,1,Medium/High,Normal (170-185),1900000.0,,Long Passer (AI),66.0,49.0,62.0,63.0,56.0,54.0,60,46,52,65,49,61,55,55,64,60,71,61,75,58,77,53,56,56,51,50,60,56,52,62,55,56.0,59,53,56,14,8,9,8,14,,55+2,55+2,55+2,59,58,58,58,59,60+2,60+2,60+2,60+2,60+2,60+2,60+2,60+2,59+2,59+2,59+2,59+2,59+2,58+2,56+2,56+2,56+2,58+2,16+2,https://cdn.sofifa.net/players/266/127/23_120.png,CM, LWB,0.675
158373,267867,2022-09-26 00:00:00,2022.0,True,/player/267867/wanya-marcal-madivadua/230002,RM,60,75,575000.0,6000.0,19,181,72,13.0,1.0,95.0,RES,40.0,,Right,3,3,1,High/Medium,Lean (170-185),1500000.0,,Injury Prone,67.0,46.0,58.0,63.0,33.0,48.0,52,43,39,62,48,62,58,39,60,67,71,64,64,53,74,59,45,37,56,40,40,30,57,61,39,42.0,31,36,31,8,5,14,8,12,,54+2,54+2,54+2,59,58,58,58,59,60+2,60+2,60+2,59+2,56+2,56+2,56+2,59+2,47+2,47+2,47+2,47+2,47+2,45+2,41+2,41+2,41+2,45+2,13+2,https://cdn.sofifa.net/players/267/867/23_120.png,RM,,0.575
158404,269175,2022-09-26 00:00:00,2022.0,True,/player/269175/ollie-tanner/230002,"RW, LW",60,71,550000.0,5000.0,20,177,69,14.0,2.0,1961.0,RES,14.0,,Left,2,3,1,High/Medium,Normal (170-185),1100000.0,,Technical Dribbler (AI),78.0,57.0,51.0,63.0,23.0,52.0,53,57,26,52,57,64,60,52,46,62,81,76,71,44,72,60,44,53,51,54,55,18,60,50,47,44.0,30,20,14,14,12,10,13,8,,56+2,56+2,56+2,60,59,59,59,60,58+2,58+2,58+2,59+2,50+2,50+2,50+2,59+2,43+2,39+2,39+2,39+2,43+2,40+2,33+2,33+2,33+2,40+2,15+2,https://cdn.sofifa.net/players/269/175/23_120.png,RW, LW,0.55
158476,270617,2022-09-26 00:00:00,2022.0,True,/player/270617/alex-murphy/230002,"CB, LB",60,80,650000.0,3000.0,18,188,76,13.0,1.0,13.0,RES,64.0,,Left,3,2,1,High/Medium,Normal (185+),1900000.0,,,54.0,34.0,51.0,51.0,59.0,66.0,59,29,58,53,32,49,49,35,49,50,55,54,56,53,59,47,60,58,70,28,66,58,39,43,42,56.0,57,60,62,13,7,10,11,7,,46+2,46+2,46+2,48,46,46,46,48,46+2,46+2,46+2,50+2,49+2,49+2,49+2,50+2,56+2,56+2,56+2,56+2,56+2,57+2,60+2,60+2,60+2,57+2,14+2,https://cdn.sofifa.net/players/270/617/23_120.png,CB, LB,0.65
158477,270636,2022-09-26 00:00:00,2022.0,True,/player/270636/etienne-camara/230002,"CDM, CM",60,75,550000.0,2000.0,19,190,72,14.0,2.0,1939.0,SUB,24.0,,Left,2,2,1,Medium/Medium,Normal (185+),1400000.0,,,64.0,45.0,53.0,58.0,59.0,66.0,45,40,57,59,41,58,45,42,55,59,63,64,57,58,53,57,60,62,69,42,64,57,45,55,48,54.0,60,59,57,12,10,9,8,6,,53+2,53+2,53+2,54,54,54,54,54,55+2,55+2,55+2,55+2,56+2,56+2,56+2,55+2,58+2,59+2,59+2,59+2,58+2,58+2,60+2,60+2,60+2,58+2,14+2,https://cdn.sofifa.net/players/270/636/23_120.png,CDM, CM,0.55
158519,271462,2022-09-26 00:00:00,2022.0,True,/player/271462/josh-williams/230002,RWB,60,75,550000.0,3000.0,19,182,73,14.0,2.0,88.0,SUB,48.0,,Right,3,2,1,High/Medium,Normal (170-185),1400000.0,,,73.0,28.0,49.0,57.0,56.0,59.0,59,27,41,50,31,58,58,31,47,55,75,72,66,50,61,25,58,58,59,25,60,56,49,40,36,44.0,57,59,58,10,9,7,6,13,,45+2,45+2,45+2,52,48,48,48,52,49+2,49+2,49+2,54+2,49+2,49+2,49+2,54+2,58+2,54+2,54+2,54+2,58+2,58+2,56+2,56+2,56+2,58+2,14+2,https://cdn.sofifa.net/players/271/462/23_120.png,RWB,,0.55
158531,271693,2022-09-26 00:00:00,2022.0,True,/player/271693/tawanda-maswanhise/230002,ST,60,76,650000.0,7000.0,19,175,69,13.0,1.0,95.0,RES,48.0,,Right,3,2,1,Medium/Medium,Lean (170-185),1600000.0,,Speed Dribbler (AI),76.0,63.0,56.0,62.0,28.0,49.0,57,63,52,55,61,61,64,59,51,60,83,70,73,53,69,64,52,69,43,62,40,23,60,60,66,59.0,29,21,30,13,7,5,12,8,,60+2,60+2,60+2,62,61,61,61,62,60+2,60+2,60+2,61+2,54+2,54+2,54+2,61+2,48+2,43+2,43+2,43+2,48+2,46+2,37+2,37+2,37+2,46+2,14+2,https://cdn.sofifa.net/players/271/693/23_120.png,ST,,0.65
158566,218593,2022-09-26 00:00:00,2022.0,True,/player/218593/stuart-moore/230002,GK,59,62,220000.0,2000.0,27,194,72,14.0,2.0,1926.0,RES,13.0,,Right,2,1,1,Medium/Medium,Normal (185+),424000.0,,Comes For Crosses,,,,,,,18,15,18,38,20,18,15,14,30,27,45,55,48,52,46,43,58,30,53,18,36,26,19,36,29,33.0,12,19,20,61,58,57,58,60,49.0,29+2,29+2,29+2,29,30,30,30,29,31+2,31+2,31+2,30+2,30+2,30+2,30+2,30+2,29+2,30+2,30+2,30+2,29+2,29+2,28+2,28+2,28+2,29+2,58+2,https://cdn.sofifa.net/players/218/593/23_120.png,GK,,0.22
158644,241396,2022-09-26 00:00:00,2022.0,True,/player/241396/james-morton/230002,"CM, CDM",59,68,500000.0,5000.0,23,185,76,14.0,2.0,1919.0,RES,32.0,,Right,3,2,1,Medium/Medium,Lean (185+),1100000.0,,,63.0,48.0,57.0,59.0,55.0,66.0,49,42,50,62,41,57,48,45,60,59,66,61,71,55,69,57,70,71,68,54,55,56,52,60,47,53.0,54,56,54,8,14,6,13,6,,54+2,54+2,54+2,56,56,56,56,56,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,58+2,59+2,59+2,59+2,58+2,57+2,57+2,57+2,57+2,57+2,15+2,https://cdn.sofifa.net/players/241/396/23_120.png,CM, CDM,0.5
158653,242976,2022-09-26 00:00:00,2022.0,True,/player/242976/tom-billson/230002,GK,59,69,450000.0,2000.0,21,191,79,14.0,2.0,1800.0,RES,31.0,,Right,2,1,1,Medium/Medium,Normal (185+),945000.0,,,,,,,,,10,7,14,25,6,6,14,12,29,18,32,25,26,46,41,43,63,24,52,8,18,7,5,37,12,40.0,14,14,12,61,60,57,58,61,29.0,20+2,20+2,20+2,18,20,20,20,18,21+2,21+2,21+2,20+2,23+2,23+2,23+2,20+2,19+2,22+2,22+2,22+2,19+2,19+2,21+2,21+2,21+2,19+2,58+2,https://cdn.sofifa.net/players/242/976/23_120.png,GK,,0.45
158703,248473,2022-09-26 00:00:00,2022.0,True,/player/248473/pierre-ekwah-elimby/230002,"CDM, CM",59,75,550000.0,6000.0,20,189,78,13.0,1.0,19.0,RES,46.0,,Left,3,2,1,Medium/Medium,Lean (185+),1400000.0,,Long Shot Taker (AI),64.0,46.0,53.0,54.0,54.0,69.0,37,39,53,59,33,54,48,50,58,57,62,65,41,53,55,58,69,69,71,56,63,55,36,59,47,58.0,54,54,56,14,14,15,12,8,,51+2,51+2,51+2,51,52,52,52,51,54+2,54+2,54+2,53+2,56+2,56+2,56+2,53+2,55+2,58+2,58+2,58+2,55+2,56+2,58+2,58+2,58+2,56+2,17+2,https://cdn.sofifa.net/players/248/473/23_120.png,CDM, CM,0.55
158704,248534,2022-09-26 00:00:00,2022.0,True,/player/248534/sam-barnes/230002,CB,59,73,525000.0,4000.0,21,191,70,14.0,2.0,3.0,RES,32.0,,Right,3,2,1,Medium/Medium,Lean (185+),1300000.0,,,59.0,30.0,45.0,52.0,59.0,60.0,30,24,64,59,30,50,26,31,55,53,55,62,53,51,57,42,75,56,63,29,55,55,31,38,38,53.0,57,61,58,14,13,6,8,15,,45+2,45+2,45+2,45,45,45,45,45,47+2,47+2,47+2,47+2,50+2,50+2,50+2,47+2,53+2,56+2,56+2,56+2,53+2,55+2,59+2,59+2,59+2,55+2,16+2,https://cdn.sofifa.net/players/248/534/23_120.png,CB,,0.525
158727,253054,2022-09-26 00:00:00,2022.0,True,/player/253054/hayden-hackney/230002,"CM, CAM",59,72,550000.0,3000.0,20,178,70,14.0,2.0,12.0,SUB,30.0,,Right,3,2,1,Medium/Medium,Lean (170-185),1400000.0,,,68.0,53.0,58.0,58.0,52.0,60.0,48,51,39,62,49,56,53,54,61,58,67,69,62,57,75,57,56,66,51,52,78,50,56,61,53,60.0,54,54,52,14,14,14,12,9,,55+2,55+2,55+2,58,58,58,58,58,59+2,59+2,59+2,59+2,59+2,59+2,59+2,59+2,57+2,58+2,58+2,58+2,57+2,56+2,54+2,54+2,54+2,56+2,17+2,https://cdn.sofifa.net/players/253/054/23_120.png,CM, CAM,0.55
158757,256216,2022-09-26 00:00:00,2022.0,True,/player/256216/emmanuel-longelo/230002,LB,59,71,525000.0,6000.0,21,181,70,14.0,2.0,88.0,RES,23.0,West Ham United,Left,2,3,1,High/Medium,Normal (170-185),,,Speed Dribbler (AI),81.0,43.0,51.0,59.0,51.0,58.0,56,39,43,55,38,59,47,54,42,56,79,83,69,51,74,50,61,68,55,48,51,49,48,47,40,52.0,48,56,54,12,13,9,8,13,,51+2,51+2,51+2,56,54,54,54,56,54+2,54+2,54+2,57+2,52+2,52+2,52+2,57+2,58+2,52+2,52+2,52+2,58+2,57+2,52+2,52+2,52+2,57+2,16+2,https://cdn.sofifa.net/players/256/216/23_120.png,LB,,0.525
158789,258374,2022-09-26 00:00:00,2022.0,True,/player/258374/brahima-diarra/230002,"CAM, LW, RW",59,75,575000.0,1000.0,18,174,63,14.0,2.0,1939.0,RES,34.0,,Right,4,4,1,High/Medium,Lean (170-185),1400000.0,,"Flair, Speed Dribbler (AI)",81.0,52.0,53.0,65.0,31.0,55.0,49,52,40,57,43,64,55,41,50,62,84,78,82,52,82,59,55,59,57,49,47,23,54,57,44,57.0,37,29,30,14,7,5,13,9,,56+2,56+2,56+2,61,59,59,59,61,59+2,59+2,59+2,60+2,53+2,53+2,53+2,60+2,48+2,45+2,45+2,45+2,48+2,46+2,40+2,40+2,40+2,46+2,15+2,https://cdn.sofifa.net/players/258/374/23_120.png,CAM, LW,0.575
158802,259240,2022-09-26 00:00:00,2022.0,True,/player/259240/adam-wharton/230002,"CM, CAM",59,80,700000.0,2000.0,18,175,61,14.0,2.0,3.0,RES,36.0,,Left,4,2,1,High/Low,Normal (170-185),2000000.0,,,70.0,35.0,55.0,61.0,52.0,59.0,34,35,55,66,24,64,26,25,63,57,74,67,68,55,78,34,59,62,62,34,49,59,46,63,37,42.0,45,53,52,5,11,13,6,12,,50+2,50+2,50+2,55,54,54,54,55,58+2,58+2,58+2,57+2,59+2,59+2,59+2,57+2,56+2,58+2,58+2,58+2,56+2,55+2,55+2,55+2,55+2,55+2,14+2,https://cdn.sofifa.net/players/259/240/23_120.png,CM, CAM,0.7
158809,259608,2022-09-26 00:00:00,2022.0,True,/player/259608/evan-ferguson/230002,"ST, CF",59,80,700000.0,2000.0,17,177,74,13.0,1.0,1808.0,SUB,28.0,,Right,3,3,1,Medium/Medium,Normal (170-185),2000000.0,,,72.0,59.0,46.0,59.0,19.0,57.0,40,60,49,49,47,57,45,52,36,58,69,75,66,58,69,60,68,55,61,56,48,13,62,54,57,57.0,20,13,14,9,8,14,12,11,,59+2,59+2,59+2,58,59,59,59,58,57+2,57+2,57+2,56+2,49+2,49+2,49+2,56+2,40+2,37+2,37+2,37+2,40+2,37+2,34+2,34+2,34+2,37+2,15+2,https://cdn.sofifa.net/players/259/608/23_120.png,ST, CF,0.7
158817,259926,2022-09-26 00:00:00,2022.0,True,/player/259926/sam-bell/230002,"ST, RW, RM",59,72,550000.0,5000.0,20,178,68,14.0,2.0,1919.0,SUB,20.0,,Right,3,2,1,Medium/Medium,Lean (170-185),1400000.0,,,74.0,56.0,43.0,60.0,23.0,58.0,43,60,58,50,43,58,34,30,30,60,75,74,68,58,75,56,69,58,59,47,54,12,59,46,63,54.0,20,22,17,10,15,12,15,7,,59+2,59+2,59+2,58,58,58,58,58,55+2,55+2,55+2,56+2,47+2,47+2,47+2,56+2,42+2,37+2,37+2,37+2,42+2,40+2,37+2,37+2,37+2,40+2,17+2,https://cdn.sofifa.net/players/259/926/23_120.png,ST, RW,0.55
158823,260155,2022-09-26 00:00:00,2022.0,True,/player/260155/pat-jones/230002,"LW, RW",59,76,575000.0,2000.0,19,180,70,14.0,2.0,1939.0,SUB,26.0,,Right,3,3,1,High/Medium,Lean (170-185),1400000.0,,"Finesse Shot, Speed Dribbler (AI)",77.0,52.0,51.0,64.0,29.0,47.0,53,54,35,53,40,68,44,38,50,63,76,78,63,48,68,59,49,53,48,43,38,20,49,50,58,52.0,30,31,33,15,9,14,8,9,,54+2,54+2,54+2,59,57,57,57,59,57+2,57+2,57+2,59+2,51+2,51+2,51+2,59+2,47+2,42+2,42+2,42+2,47+2,44+2,37+2,37+2,37+2,44+2,15+2,https://cdn.sofifa.net/players/260/155/23_120.png,LW, RW,0.575
158824,260192,2022-09-26 00:00:00,2022.0,True,/player/260192/antwoine-hackford/230002,ST,59,77,575000.0,2000.0,18,177,68,14.0,2.0,1794.0,RES,40.0,,Right,3,2,1,Medium/Medium,Lean (170-185),1500000.0,,,86.0,59.0,38.0,60.0,18.0,44.0,24,62,39,50,53,58,32,29,27,59,88,84,70,57,73,60,41,53,45,50,29,19,64,44,66,45.0,12,17,11,7,6,9,15,11,,59+2,59+2,59+2,58,60,60,60,58,56+2,56+2,56+2,55+2,47+2,47+2,47+2,55+2,39+2,34+2,34+2,34+2,39+2,37+2,29+2,29+2,29+2,37+2,15+2,https://cdn.sofifa.net/players/260/192/23_120.png,ST,,0.575
158828,260402,2022-09-26 00:00:00,2022.0,True,/player/260402/alex-gilbert/230002,"LW, RW, CAM",59,70,500000.0,6000.0,20,183,64,13.0,1.0,1925.0,RES,40.0,,Right,4,2,1,Medium/Medium,Lean (170-185),1100000.0,,,73.0,57.0,51.0,61.0,27.0,48.0,54,55,43,52,53,61,55,42,41,58,70,75,75,46,70,67,41,43,49,56,54,22,59,57,50,49.0,24,28,28,5,8,12,6,9,,57+2,57+2,57+2,59,58,58,58,59,57+2,57+2,57+2,57+2,50+2,50+2,50+2,57+2,44+2,40+2,40+2,40+2,44+2,42+2,37+2,37+2,37+2,42+2,12+2,https://cdn.sofifa.net/players/260/402/23_120.png,LW, RW,0.5
158897,263901,2022-09-26 00:00:00,2022.0,True,/player/263901/ed-turns/230002,CB,59,76,550000.0,4000.0,19,185,76,13.0,1.0,1808.0,RES,43.0,,Left,2,2,1,Medium/Medium,Lean (185+),1400000.0,,,59.0,31.0,38.0,50.0,59.0,59.0,29,24,60,46,33,46,32,37,30,52,61,57,49,55,61,45,72,50,62,30,60,58,27,42,49,56.0,58,61,58,14,14,9,14,7,,43+2,43+2,43+2,43,43,43,43,43,43+2,43+2,43+2,44+2,44+2,44+2,44+2,44+2,52+2,52+2,52+2,52+2,52+2,54+2,59+2,59+2,59+2,54+2,17+2,https://cdn.sofifa.net/players/263/901/23_120.png,CB,,0.55
158904,264141,2022-09-26 00:00:00,2022.0,True,/player/264141/odel-offiah/230002,"CB, RB",59,75,550000.0,4000.0,19,181,81,13.0,1.0,1808.0,RES,42.0,,Right,2,2,1,Medium/Medium,Normal (170-185),1400000.0,,,64.0,33.0,39.0,57.0,61.0,60.0,54,32,48,36,29,66,36,38,30,48,68,61,53,59,61,29,57,51,65,35,57,61,49,36,42,40.0,56,70,63,14,15,9,7,13,,46+2,46+2,46+2,51,48,48,48,51,46+2,46+2,46+2,50+2,45+2,45+2,45+2,50+2,57+2,52+2,52+2,52+2,57+2,57+2,59+2,59+2,59+2,57+2,17+2,https://cdn.sofifa.net/players/264/141/23_120.png,CB, RB,0.55
158920,264731,2022-09-26 00:00:00,2022.0,True,/player/264731/ashley-phillips/230002,CB,59,82,675000.0,500.0,17,191,74,14.0,2.0,3.0,SUB,33.0,,Right,3,2,1,Medium/High,Normal (185+),2000000.0,,,67.0,26.0,49.0,44.0,58.0,65.0,38,25,57,65,23,38,31,18,58,43,66,67,59,52,68,34,74,63,70,20,52,62,26,38,33,41.0,50,63,61,15,9,10,6,7,,42+2,42+2,42+2,43,42,42,42,43,45+2,45+2,45+2,47+2,49+2,49+2,49+2,47+2,56+2,57+2,57+2,57+2,56+2,57+2,59+2,59+2,59+2,57+2,14+2,https://cdn.sofifa.net/players/264/731/23_120.png,CB,,0.675
